arxiv_id,title,abstract,authors,published,citations,pdf_url,primary_category
2604.15935v1,Antiferromagnetic Dimers in the Parent Phase of a Correlated Kagome Superconductor,"Kagome metals are prone to charge-density wave (CDW), magnetic, and superconducting phases, with their flat electronic band conducive for correlated physics. In contrast to the weakly correlated $A$V$_3$Sb$_5$ ($A$ = K, Rb, Cs) kagome metals with a $2\times2$ CDW, CsCr$_3$Sb$_5$ is a correlated metal with a flat band close to the Fermi level, and exhibits a $4\times1$ CDW intertwined with magnetic order. Under pressure, the intertwined orders are suppressed and give way to a dome of superconductivity that emerges from a non-Fermi liquid normal state. Here, we solve the crystal structure of the $4\times 1$ CDW state in CsCr$_3$Sb$_5$, and show it consists of Cr dimers separated by Cr chains. First-principles calculations show the dominant exchange interaction is antiferromagnetic within the dimers, while the intra-chain and dimer-chain couplings are much weaker. The CDW transition of CsCr$_3$Sb$_5$ is found to be more strongly first-order than those in $A$V$_3$Sb$_5$, without significant soft phonons or diffuse scattering above the CDW transition temperature. These findings suggest that fluctuating antiferromagnetic dimers may play a major role in the electron pairing of superconducting CsCr$_3$Sb$_5$.","['Yifan Wang', 'Chenchao Xu', 'Yi Liu', 'Jinke Bao', 'Jiayu Guo', 'Xiaoran Yang', 'Yuiga Nakamura', 'Hiroshi Fukui', 'Taishun Manjo', 'Daisuke Ishikawa', 'Alfred Q. R. Baron', 'Saizheng Cao', 'Rui Li', 'Zilong Li', 'Yanan Zhang', 'Ruihan Chen', 'Ming Shi', 'Huiqiu Yuan', 'Guanghan Cao', 'Chao Cao', 'Yu Song']",2026-04-17,0,https://arxiv.org/pdf/2604.15935v1,cond-mat.str-el
2604.15928v1,Sums of two symbols in $K_2(F)/2K_2(F)$ in characteristic two,"In this paper, study sums $A=\{a,b\}_2+\{c,d\}_2$ of two symbols in $K_2(F)/2K_2(F)$ when $\operatorname{char}(F)=2$. We first prove a chain lemma that connects $A$ to $B=\{α,β\}_2+\{γ,δ\}_2$ by a finite sequence of small steps when $A \equiv B$. We use this lemma to prove that $\{a,b,c,d\}_2 \in K_4(F)/2K_4(F)$ is a well-defined invariant of $A$, and that this invariant is trivial if and only if $A$ is congruent to a single symbol in $K_2(F)/4K_2(F)$. We also bound the symbol length of $C$ in $K_2(F)/2^m K_2(F)$ from above when $C$ is the sum of up to four symbols in $K_2(F)/2^{m+1}K_2(F)$.","['Demba Barry', 'Adam Chapman', 'Ahmed Laghribi']",2026-04-17,0,https://arxiv.org/pdf/2604.15928v1,math.KT
2604.15920v1,Local qubit invariants on quantum computer,"We present two general methods to implement quantum circuits for the direct measuring of local unitary invariants on quantum computers. We work these out for important three-qubit invariants, and also demonstrate these on the IBM Quantum Platform for important entanglement measures of three qubits.","['Szilárd Szalay', 'Frédéric Holweck']",2026-04-17,0,https://arxiv.org/pdf/2604.15920v1,quant-ph
2604.15918v1,A Practical Guide to PID Controller Implementation,"How difficult can it be to implement a PID controller? The answer is twofold. Implementing the PID control law is simple and computationally inexpensive. However, this basic form will not work in practical applications. The primary reason for this is the various physical limitations of the actuator. Measurement noise, different implementations depending on the various structures (P, PI, PD or PID), bumpless transfer, and varying sampling time also result in problems rendering the basic form inoperable. PID implementation is therefore more difficult than meets the eye. This paper introduces a reference implementation of the PID controller which considers these practical issues. It includes pseudo-code, discussion of the implementation choices and simulation of carefully selected, important test cases.","['E. Sundström', 'M. Bauer', 'J. L. Guzmán', 'T. Hägglund', 'K. Soltesz']",2026-04-17,0,https://arxiv.org/pdf/2604.15918v1,eess.SY
2604.15894v1,Long Strong Chains of Subsets of $ω_1$,"We force the existence of a chain of length $ω_3$ in $[ω_1]^{ω_1}$ increasing modulo finite. The construction involves symmetric systems of models of two types as side conditions, introduced by the second author. This improves previous results of Koszmider and Veličković-Venturi.","['David Asperó', 'Curial Gallart']",2026-04-17,0,https://arxiv.org/pdf/2604.15894v1,math.LO
2604.15889v1,Markov embedding of ranked unlabelled evolutionary trees and its applications,"Rooted bifurcating trees are mathematical objects used to model evolutionary relationships and arise naturally in both coalescent theory and phylogenetics. Recent numerical representations of tree topologies, known as F-matrices, allow for summarizing a sample of trees via Fréchet means and provide new measures of tree balance. However, the number of ranked unlabelled trees grows super-exponentially with the number of leaves. This makes computation intensive and current methods rely on mixed integer programming and simulation-based methods. Moreover, F-matrices are difficult to interpret, and their distribution is only described in terms of first- and second-order moments under neutral branching. In this paper, we introduce a Markov chain embedding of ranked and unlabelled trees that drastically decreases the size of the state space. Leveraging this embedding, we develop an algorithm that efficiently computes all Fréchet means and use discrete phase-type theory to obtain the joint distribution of tree balance indices. We also use discrete phase-type theory to generalize previous results regarding moments of F-matrices to arbitrary order for any time homogeneous and bifurcating coalescent model. Using this framework, we construct three tests for neutrality and demonstrate their improved power compared to previous methods on simulated data.","['Lasse Thorup Fallesen', 'Simon Pauli', 'Elisabeth Sommer James', 'Lars Nørvang Andersen', 'Asger Hobolth']",2026-04-17,0,https://arxiv.org/pdf/2604.15889v1,stat.CO
2604.15859v1,QuantSightBench: Evaluating LLM Quantitative Forecasting with Prediction Intervals,"Forecasting has become a natural benchmark for reasoning under uncertainty. Yet existing evaluations of large language models remain limited to judgmental tasks in simple formats, such as binary or multiple-choice questions. In practice, however, forecasting spans a far broader scope. Across domains such as economics, public health, and social demographics, decisions hinge on numerical estimates over continuous quantities, a capability that current benchmarks do not capture. Evaluating such estimates requires a format that makes uncertainty explicit and testable. We propose prediction intervals as a natural and rigorous interface for this purpose. They demand scale awareness, internal consistency across confidence levels, and calibration over a continuum of outcomes, making them a more suitable evaluation format than point estimates for numerical forecasting. To assess this capability, we introduce a new benchmark QuantSightBench, and evaluate frontier models under multiple settings, assessing both empirical coverage and interval sharpness. Our results show that none of the 11 evaluated frontier and open-weight models achieves the 90\% coverage target, with the top performers Gemini 3.1 Pro (79.1\%), Grok 4 (76.4\%), and GPT-5.4 (75.3\%) all falling at least 10 percentage points short. Calibration degrades sharply at extreme magnitudes, revealing systematic overconfidence across all evaluated models.","['Jeremy Qin', 'Maksym Andriushchenko']",2026-04-17,0,https://arxiv.org/pdf/2604.15859v1,cs.LG
2604.15851v1,DPrivBench: Benchmarking LLMs' Reasoning for Differential Privacy,"Differential privacy (DP) has a wide range of applications for protecting data privacy, but designing and verifying DP algorithms requires expert-level reasoning, creating a high barrier for non-expert practitioners. Prior works either rely on specialized verification languages that demand substantial domain expertise or remain semi-automated and require human-in-the-loop guidance. In this work, we investigate whether large language models (LLMs) can automate DP reasoning. We introduce DPrivBench, a benchmark in which each instance asks whether a function or algorithm satisfies a stated DP guarantee under specified assumptions. The benchmark is carefully designed to cover a broad range of DP topics, span diverse difficulty levels, and resist shortcut reasoning through trivial pattern matching. Experiments show that while the strongest models handle textbook mechanisms well, all models struggle with advanced algorithms, revealing substantial gaps in current DP reasoning capabilities. Through further analytic study and failure-mode analysis, we identify several promising directions for improving automated DP reasoning. Our benchmark provides a solid foundation for developing and evaluating such methods, and complements existing benchmarks for mathematical reasoning.","['Erchi Wang', 'Pengrun Huang', 'Eli Chien', 'Om Thakkar', 'Kamalika Chaudhuri', 'Yu-Xiang Wang', 'Ruihan Wu']",2026-04-17,0,https://arxiv.org/pdf/2604.15851v1,cs.LG
2604.15850v1,Benchmarking Two Chemical Networks used in General Circulation Models of Hot Jupiters,"Chemical kinetics is becoming an increasingly vital component of hot Jupiter general circulation models (GCMs). Here we simulate the hot Jupiter WASP-96b using two chemical networks, a reduced chemical network frequently used in the GCM literature (which we refer to as V19) and a more recent effective network making use of tables of net reactions (MiniCHEM), coupled to the same GCM in order to provide a robust benchmark. We find a numerical escape criterion used by the Unified Model chemical kinetics solver to stop integration for the duration of the chemical timestep, independent of the chemical network, results in artificial quenching, overestimating of HCN, CH$_4$, and NH$_3$ abundances by factors of 1.5 to 3. With this criterion disabled, agreement between the two networks is improved, except for HCN and NH$_3$, where different reaction rates and included species results in lower abundances in the V19 network. While many rates differ between the networks, the lower quenched NH$_3$ abundances in the V19 simulations are, in particular, due to the choice of NH$_2$ + NH$_3$ $\rightarrow$ N$_2$H$_3$ + H$_2$ reaction rate, which is poorly constrained in the literature. This reaction also impacts the quenching of HCN, which is additionally affected by the lack of CH$_2$NH$_2$ in the V19 network. While there are reasons to favour the MiniCHEM HCN and NH$_3$ abundances, ultimately, improved experimental and theoretical determination of reaction rates are needed to address the uncertainties and better characterize the quenching behaviour.","['D. A. Christie', 'M. Zamyatina', 'E. Hébrard', 'T. M. Evans-Soma', 'N. J. Mayne', 'E. K. H. Lee', 'S. -M. Tsai', 'D. E. Sergeev', 'R. Veillet', 'K. Kohary']",2026-04-17,0,https://arxiv.org/pdf/2604.15850v1,astro-ph.EP
2604.15849v1,TinyMU: A Compact Audio-Language Model for Music Understanding,"Music understanding and reasoning are central challenges in the Music Information Research field, with applications ranging from retrieval and recommendation to music agents and virtual assistants. Recent Large Audio-Language Models (LALMs) have shown remarkable progress in answering music-related questions by following user instructions. However, their massive scale, often billions of parameters, results in expensive training, slow inference, and limited deployability on edge devices. In this work, we present TinyMU, a lightweight (229M) Music-Language Model (MLM) that achieves performance comparable to much larger LALMs while remaining efficient and compact. To train TinyMU, we introduce MusicSkills-3.5M, a carefully curated, music-grounded question-answering dataset with 3.5M samples. Spanning multiple-choice, binary, and open-ended formats, this dataset provides fine-grained supervision across diverse musical concepts. For its architecture, TinyMU leverages MATPAC++, the SOTA self-supervised audio encoder for fine-grained feature extraction. Paired with a lightweight linear projector, it efficiently aligns audio embeddings with the language model. Through extensive evaluation, we show that TinyMU performs strongly in both basic music understanding and complex reasoning. Notably, on the MuChoMusic benchmark, it achieves 82\% of SOTA LALM's performance despite being 35x smaller, highlighting the potential of small MLMs under constrained computational budgets.","['Xiquan Li', 'Aurian Quelennec', 'Slim Essid']",2026-04-17,0,https://arxiv.org/pdf/2604.15849v1,cs.SD
2604.15847v1,CiPO: Counterfactual Unlearning for Large Reasoning Models through Iterative Preference Optimization,"Machine unlearning has gained increasing attention in recent years, as a promising technique to selectively remove unwanted privacy or copyrighted information from Large Language Models that are trained on a massive scale of human data. However, the emergence of Large Reasoning Models (LRMs), which emphasize long chain-of-thought (CoT) reasoning to address complex questions, presents a dilemma to unlearning: existing methods either struggle to completely eliminate undesired knowledge from the CoT traces or degrade the reasoning performances due to the interference with the reasoning process. To this end, we introduce Counterfactual Unlearning through iterative Preference Optimization (CiPO), a novel framework that redefines unlearning as the targeted intervention of the CoT reasoning in LRMs. More specifically, given a desired unlearning target answer, CiPO instructs LRMs to generate a logically valid counterfactual reasoning trace for preference tuning. As the LRM adjusts to the counterfactual trace, CiPO iteratively updates the preference learning data to increase the discrepancy from the original model. This iterative loop ensures both desirable unlearning and smooth optimization, effectively mitigating the dilemma. Experiments on challenging benchmarks demonstrate that CiPO excels at unlearning, completely removing knowledge from both the intermediate CoT steps and the final answer, while preserving the reasoning abilities of LRMs.","['Junyi Li', 'Yongqiang Chen', 'Ningning Ding']",2026-04-17,0,https://arxiv.org/pdf/2604.15847v1,cs.CL
2604.15842v1,Disentangling Mathematical Reasoning in LLMs: A Methodological Investigation of Internal Mechanisms,"Large language models (LLMs) have demonstrated impressive capabilities, yet their internal mechanisms for handling reasoning-intensive tasks remain underexplored. To advance the understanding of model-internal processing mechanisms, we present an investigation of how LLMs perform arithmetic operations by examining internal mechanisms during task execution. Using early decoding, we trace how next-token predictions are constructed across layers. Our experiments reveal that while the models recognize arithmetic tasks early, correct result generation occurs only in the final layers. Notably, models proficient in arithmetic exhibit a clear division of labor between attention and MLP modules, where attention propagates input information and MLP modules aggregate it. This division is absent in less proficient models. Furthermore, successful models appear to process more challenging arithmetic tasks functionally, suggesting reasoning capabilities beyond factual recall.","['Tanja Baeumel', 'Josef van Genabith', 'Simon Ostermann']",2026-04-17,0,https://arxiv.org/pdf/2604.15842v1,cs.CL
2604.15841v1,Exploring the Capability Boundaries of LLMs in Mastering of Chinese Chouxiang Language,"While large language models (LLMs) have achieved remarkable success in general language tasks, their performance on Chouxiang Language, a representative subcultural language in the Chinese internet context, remains largely unexplored. In this paper, we introduce Mouse, a specialized benchmark designed to evaluate the capabilities of LLMs on NLP tasks involving Chouxiang Language across six tasks. Experimental results show that, current state-of-the-art (SOTA) LLMs exhibit clear limitations on multiple tasks, while performing well on tasks that involve contextual semantic understanding. In addition, we further discuss the reasons behind the generally low performance of SOTA LLMs on Chouxiang Language, examine whether the LLM-as-a-judge approach adopted for translation tasks aligns with human judgments and values, and analyze the key factors that influence Chouxiang translation. Our study aims to promote further research in the NLP community on multicultural integration and the dynamics of evolving internet languages. Our code and data are publicly available.","['Dianqing Lin', 'Tian Lan', 'Jiali Zhu', 'Jiang Li', 'Wei Chen', 'Xu Liu', 'Aruukhan', 'Xiangdong Su', 'Hongxu Hou', 'Guanglai Gao']",2026-04-17,0,https://arxiv.org/pdf/2604.15841v1,cs.CL
2604.15839v1,Discover and Prove: An Open-source Agentic Framework for Hard Mode Automated Theorem Proving in Lean 4,"Most ATP benchmarks embed the final answer within the formal statement -- a convention we call ""Easy Mode"" -- a design that simplifies the task relative to what human competitors face and may lead to optimistic estimates of model capability. We call the stricter, more realistic setting ""Hard Mode"": the system must independently discover the answer before constructing a formal proof. To enable Hard Mode research, we make two contributions. First, we release MiniF2F-Hard and FIMO-Hard, expert-reannotated Hard Mode variants of two widely-used ATP benchmarks. Second, we introduce Discover And Prove (DAP), an agentic framework that uses LLM natural-language reasoning with explicit self-reflection to discover answers, then rewrites Hard Mode statements into Easy Mode ones for existing ATP provers. DAP sets the state of the art: on CombiBench it raises solved problems from 7 (previous SOTA, Pass@16) to 10; on PutnamBench it is the first system to formally prove 36 theorems in Hard Mode -- while simultaneously revealing that state-of-the-art LLMs exceed 80% answer accuracy on the same problems where formal provers manage under 10%, exposing a substantial gap that Hard Mode benchmarks are uniquely suited to measure.","['Chengwu Liu', 'Yichun Yin', 'Ye Yuan', 'Jiaxuan Xie', 'Botao Li', 'Siqi Li', 'Jianhao Shen', 'Yan Xu', 'Lifeng Shang', 'Ming Zhang']",2026-04-17,0,https://arxiv.org/pdf/2604.15839v1,cs.AI
2604.15832v1,Integers representable as a difference of two rational fourth powers,"In Section 6.6 of the book {\it Number Theory, Volume I: Tools and Diophantine Equations, Graduate Texts in Mathematics, Volume 239, Springer (2007)}, Cohen investigated the solubility of the equation $n=x^4+y^4$ in the rational numbers $x,y$ for all positive integers $n \leq 10000$. Motivated by this, we investigate the equation $n=x^4-y^4$ and obtain the complete list of positive integers $n\leq 10000$ that can be represented in this form for some nonzero rational numbers $x$ and $y$.","['Ashleigh', 'Ratcliffe', 'Tho', 'Nguyen Xuan']",2026-04-17,0,https://arxiv.org/pdf/2604.15832v1,math.GM
2604.15830v1,Placing Puzzle Pieces Where They Matter: A Question Augmentation Framework for Reinforcement Learning,"Reinforcement learning has become a powerful approach for enhancing large language model reasoning, but faces a fundamental dilemma: training on easy problems can cause overfitting and pass@k degradation, while training on hard problems often results in sparse rewards. Recent question augmentation methods address this by prepending partial solutions as hints. However, uniform hint provision may introduce redundant information while missing critical reasoning bottlenecks, and excessive hints can reduce reasoning diversity, causing pass@k degradation. We propose \textbf{PieceHint}, a hint injection framework that strategically identifies and provides critical reasoning steps during training. By scoring the importance of different reasoning steps, selectively allocating hints based on problem difficulty, and progressively withdrawing scaffolding, PieceHint enables models to transition from guided learning to independent reasoning. Experiments on six mathematical reasoning benchmarks show that our 1.5B model achieves comparable average performance to 32B baselines while preserving pass@k diversity across all $k$ values.","['Yangyi Fang', 'Jiaye Lin', 'Xiaoliang Fu', 'Cong Qin', 'Haolin Shi']",2026-04-17,0,https://arxiv.org/pdf/2604.15830v1,cs.LG
2604.15825v1,Convergence to collusion in algorithmic pricing,"Artificial intelligence algorithms are increasingly used by firms to set prices. Previous research shows that they can exhibit collusive behaviour, but how quickly they can do so has so far remained an open question. I show that a modern deep reinforcement learning model deployed to price goods in a repeated oligopolistic competition game with continuous prices converges to a collusive outcome in an amount of time that matches empirical observations, under reasonable assumptions on the length of a time step. This model shows cooperative behaviour supported by reward-punishment schemes that discourage deviations.",['Kevin Michael Frick'],2026-04-17,0,https://arxiv.org/pdf/2604.15825v1,econ.GN
2604.15823v1,Watching Movies Like a Human: Egocentric Emotion Understanding for Embodied Companions,"Embodied robotic agents often perceive movies through an egocentric screen-view interface rather than native cinematic footage, introducing domain shifts such as viewpoint distortion, scale variation, illumination changes, and environmental interference. However, existing research on movie emotion understanding is almost exclusively conducted on cinematic footage, limiting cross-domain generalization to real-world viewing scenarios. To bridge this gap, we introduce EgoScreen-Emotion (ESE), the first benchmark dataset for egocentric screen-view movie emotion understanding. ESE contains 224 movie trailers captured under controlled egocentric screen-view conditions, producing 28,667 temporally aligned key-frames annotated by multiple raters with a confidence-aware multi-label protocol to address emotional ambiguity. We further build a multimodal long-context emotion reasoning framework that models temporal visual evidence, narrative summaries, compressed historical context, and audio cues. Cross-domain experiments reveal a severe domain gap: models trained on cinematic footage drop from 27.99 to 16.69 Macro-F1 when evaluated on realistic egocentric screen-view observations. Training on ESE substantially improves robustness under realistic viewing conditions. Our approach achieves competitive performance compared with strong closed-source multimodal models, highlighting the importance of domain-specific data and long-context multimodal reasoning.","['Ze Dong', 'Hao Shi', 'Zejia Gao', 'Zhonghua Yi', 'Kaiwei Wang', 'Lin Wang']",2026-04-17,0,https://arxiv.org/pdf/2604.15823v1,cs.CV
2604.15820v1,Hilbert Space Fragmentation and Gauge Symmetry,"The Hamiltonian formulation of lattice gauge theories plays a central role in quantum simulations of gauge theories, and understanding their spectrum and other properties is expected to become crucial in the upcoming years. The relevant Hamiltonians in this framework possess local symmetry at each lattice site and may exhibit higher-form symmetries. There are then an exponentially large number of dynamically disconnected symmetry sectors, most of which are not translation-invariant. An exponential number of dynamically disconnected sectors, i.e., Hilbert space fragmentation, can also occur in systems in which no such symmetries have been identified. In this contribution, we describe an emergent gauge symmetry that is valid only in a subset of sectors of the fragmented $S=1$ dipole-conserving spin chain. These non-invertible symmetries can label exponentially many of the model's sectors. Simulating this Hamiltonian, which is not gauge-invariant, yields an exact quantum simulation of a gauge theory.","['Thea Budde', 'Marina Kristć Marinković', 'Joao C. Pinto Barros']",2026-04-17,0,https://arxiv.org/pdf/2604.15820v1,hep-lat
2604.15808v1,Beyond a Single Frame: Multi-Frame Spatially Grounded Reasoning Across Volumetric MRI,"Spatial reasoning and visual grounding are core capabilities for vision-language models (VLMs), yet most medical VLMs produce predictions without transparent reasoning or spatial evidence. Existing benchmarks also evaluate VLMs on isolated 2D images, overlooking the volumetric nature of clinical imaging, where findings can span multiple frames or appear on only a few slices. We introduce Spatially Grounded MRI Visual Question Answering (SGMRI-VQA), a 41,307-pair benchmark for multi-frame, spatially grounded reasoning on volumetric MRI. Built from expert radiologist annotations in the fastMRI+ dataset across brain and knee studies, each QA pair includes a clinician-aligned chain-of-thought trace with frame-indexed bounding box coordinates. Tasks are organized hierarchically across detection, localization, counting/classification, and captioning, requiring models to jointly reason about what is present, where it is, and across which frames it extends. We benchmark 10 VLMs and show that supervised fine-tuning of Qwen3-VL-8B with bounding box supervision consistently improves grounding performance over strong zero-shot baselines, indicating that targeted spatial supervision is an effective path toward grounded clinical reasoning.","['Lama Moukheiber', 'Caleb M. Yeung', 'Haotian Xue', 'Alec Helbling', 'Zelin Zhao', 'Yongxin Chen']",2026-04-17,0,https://arxiv.org/pdf/2604.15808v1,cs.CV
2604.15804v1,Qwen3.5-Omni Technical Report,"In this work, we present Qwen3.5-Omni, the latest advancement in the Qwen-Omni model family. Representing a significant evolution over its predecessor, Qwen3.5-Omni scales to hundreds of billions of parameters and supports a 256k context length. By leveraging a massive dataset comprising heterogeneous text-vision pairs and over 100 million hours of audio-visual content, the model demonstrates robust omni-modality capabilities. Qwen3.5-Omni-plus achieves SOTA results across 215 audio and audio-visual understanding, reasoning, and interaction subtasks and benchmarks, surpassing Gemini-3.1 Pro in key audio tasks and matching it in comprehensive audio-visual understanding. Architecturally, Qwen3.5-Omni employs a Hybrid Attention Mixture-of-Experts (MoE) framework for both Thinker and Talker, enabling efficient long-sequence inference. The model facilitates sophisticated interaction, supporting over 10 hours of audio understanding and 400 seconds of 720P video (at 1 FPS). To address the inherent instability and unnaturalness in streaming speech synthesis, often caused by encoding efficiency discrepancies between text and speech tokenizers, we introduce ARIA. ARIA dynamically aligns text and speech units, significantly enhancing the stability and prosody of conversational speech with minimal latency impact. Furthermore, Qwen3.5-Omni expands linguistic boundaries, supporting multilingual understanding and speech generation across 10 languages with human-like emotional nuance. Finally, Qwen3.5-Omni exhibits superior audio-visual grounding capabilities, generating script-level structured captions with precise temporal synchronization and automated scene segmentation. Remarkably, we observed the emergence of a new capability in omnimodal models: directly performing coding based on audio-visual instructions, which we call Audio-Visual Vibe Coding.",['Qwen Team'],2026-04-17,0,https://arxiv.org/pdf/2604.15804v1,cs.CL
2604.15786v1,Filter Babel: The Challenge of Synthetic Media to Authenticity and Common Ground in AI-Mediated Communication,"Filter Babel is a thought experiment about a near future in which everything we read, watch, and even whom we ""meet"" is privately generated for each of us. If we each recede into a world of purely private experience, we may each develop a Wittgensteinian private language that remains intelligible to others only because an AI translator sits in the middle. This intermediation challenges the integrity of common ground and therefore of communication. On the other hand, private experience is an essential engine of identity and selfhood: as Lanier warns, one must be somebody before one can share oneself. This paper opens a discussion of the challenges and opportunities that Filter Babel might present to human communication and identity, and what constructive directions for research in AI-mediated communication might ensue.",['Advait Sarkar'],2026-04-17,0,https://arxiv.org/pdf/2604.15786v1,cs.HC
2604.15771v1,Skill-RAG: Failure-State-Aware Retrieval Augmentation via Hidden-State Probing and Skill Routing,"Retrieval-Augmented Generation (RAG) has emerged as a foundational paradigm for grounding large language models in external knowledge. While adaptive retrieval mechanisms have improved retrieval efficiency, existing approaches treat post-retrieval failure as a signal to retry rather than to diagnose -- leaving the structural causes of query-evidence misalignment unaddressed. We observe that a significant portion of persistent retrieval failures stem not from the absence of relevant evidence but from an alignment gap between the query and the evidence space. We propose Skill-RAG, a failure-aware RAG framework that couples a lightweight hidden-state prober with a prompt-based skill router. The prober gates retrieval at two pipeline stages; upon detecting a failure state, the skill router diagnoses the underlying cause and selects among four retrieval skills -- query rewriting, question decomposition, evidence focusing, and an exit skill for truly irreducible cases -- to correct misalignment before the next generation attempt. Experiments across multiple open-domain QA and complex reasoning benchmarks show that Skill-RAG substantially improves accuracy on hard cases persisting after multi-turn retrieval, with particularly strong gains on out-of-distribution datasets. Representation-space analyses further reveal that the proposed skills occupy structured, separable regions of the failure state space, supporting the view that query-evidence misalignment is a typed rather than monolithic phenomenon.","['Kai Wei', 'Raymond Li', 'Xi Zhu', 'Zhaoqian Xue', 'Jiaojiao Han', 'Jingcheng Niu', 'Fan Yang']",2026-04-17,0,https://arxiv.org/pdf/2604.15771v1,cs.CL
2604.15751v1,PoSME: Proof of Sequential Memory Execution via Latency-Bound Pointer Chasing with Causal Hash Binding,"We introduce PoSME (Proof of Sequential Memory Execution), a cryptographic primitive that enforces sustained sequential computation via latency-bound pointer chasing over a mutable arena. Each step reads data-dependent addresses, writes a block whose value and causal hash are mutually dependent (symbiotic binding), and chains the result into a global transcript. This yields three properties: (1) strict linear sequential memory-step enforcement, (2) high time-memory trade-off resistance (a tenfold penalty at a write density of 4, with a formal space-time lower bound that scales quadratically with the number of steps), and (3) a tight ASIC advantage bound by DRAM random-access latency rather than bandwidth. Benchmarks across 17 CPU platforms and 4 GPU architectures demonstrate that hash computation is under 3.5 percent of step cost and GPU hardware is 14 to 19 times slower than a consumer CPU. POSME requires no trusted setup and provides a foundation for verifiable delay, authorship attestation, and Sybil resistance.",['David L. Condrey'],2026-04-17,0,https://arxiv.org/pdf/2604.15751v1,cs.CR
2604.15750v1,DepCap: Adaptive Block-Wise Parallel Decoding for Efficient Diffusion LM Inference,"Diffusion language models (DLMs) have emerged as a promising alternative to autoregressive language generation due to their potential for parallel decoding and global refinement of the entire sequence. To unlock this potential, DLM inference must carefully balance generation quality and decoding speed. Recent block-wise DLM decoding methods improve this trade-off by performing diffusion-based decoding sequentially in blocks. However, existing methods typically rely on fixed block schedules or current-step local signals to determine block boundaries, and use conservative confidence-based parallel decoding to avoid conflicts, limiting the quality-speed trade-off. In this paper, we argue that block-wise DLM inference requires more suitable signals for its two core decisions: cross-step signals for determining block boundaries, and token-level conflict signals for parallel decoding. Based on this view, we propose DepCap, a training-free framework for efficient block-wise DLM inference. Specifically, DepCap instantiates the cross-step signal as the influence of the last decoded block and uses it to adaptively determine how far the next block should extend, while identifying a conflict-free subset of tokens for safe parallel decoding within each block, enabling substantial inference acceleration with negligible quality degradation. DepCap is a plug-and-play method applicable to various DLMs, and compatible with existing KV-cache strategies for block-wise DLM. An information-theoretic analysis further suggests that the cumulative last-block influence on a candidate block is approximately additive across tokens, supporting the proposed block-partitioning criterion. Experimental results show that DepCap achieves favorable speed-quality trade-offs across multiple DLM backbones and reasoning and coding benchmarks, with up to 5.63$\times$ speedup without significant performance degradation.","['Xiang Xia', 'Wuyang Zhang', 'Jiazheng Liu', 'Cheng Yan', 'Yanyong Zhang']",2026-04-17,0,https://arxiv.org/pdf/2604.15750v1,cs.LG
2604.15745v1,Dirac-Bergmann analysis of SW-mapped non-commutative $U(1)$ electrodynamics with external currents,"Non-commutative electrodynamics obtained through the Seiberg-Witten map ceases to have equivalent action-level and equation-level realizations once fixed external currents are introduced, and in the action-level construction associated with the Banerjee current map the canonical location of this source-induced obstruction has remained unclear. Working in the full phase space and treating the current as prescribed and non-dynamical, we apply the Dirac-Bergmann algorithm without imposing current conservation as an external condition. The preservation of the Gauss-type secondary constraint produces a third-stage candidate whose phase-space expression is shown to be algebraically identical, at first order in the non-commutativity parameter and for purely space-space non-commutativity, to the canonical pullback of the divergence of the mapped Euler-Lagrange equations. This identity locates the source-compatibility obstruction directly within the Dirac chain. For generic inhomogeneous sources, the next consistency step feeds this object back into the primary multiplier through a source-dependent kernel, so the chain closes by multiplier fixing rather than by the generic appearance of a quaternary constraint. Reduced-phase-space results, including the gauge generator, Dirac brackets and degree-of-freedom count, are obtained only in a restricted sufficient first-class subcase; no broader claim is made for arbitrary source profiles.","['J. Manuel Cabrera', 'A. G. Andarcia Caballero', 'J. M. Paulin Fuentes']",2026-04-17,0,https://arxiv.org/pdf/2604.15745v1,hep-th
2604.15739v1,On the Equivalence Between Auto-Regressive Next Token Prediction and Full-Item-Vocabulary Maximum Likelihood Estimation in Generative Recommendation--A Short Note,"Generative recommendation (GR) has emerged as a widely adopted paradigm in industrial sequential recommendation. Current GR systems follow a similar pipeline: tokenization for item indexing, next-token prediction as the training objective and auto-regressive decoding for next-item generation. However, existing GR research mainly focuses on architecture design and empirical performance optimization, with few rigorous theoretical explanations for the working mechanism of auto-regressive next-token prediction in recommendation scenarios.
  In this work, we formally prove that \textbf{the k-token auto-regressive next-token prediction (AR-NTP) paradigm is strictly mathematically equivalent to full-item-vocabulary maximum likelihood estimation (FV-MLE)}, under the core premise of a bijective mapping between items and their corresponding k-token sequences. We further show that this equivalence holds for both cascaded and parallel tokenizations, the two most widely used schemes in industrial GR systems. Our result provides the first formal theoretical foundation for the dominant industrial GR paradigm, and offers principled guidance for future GR system optimization.","['Yusheng Huang', 'Shuang Yang', 'Zhaojie Liu', 'Han Li']",2026-04-17,0,https://arxiv.org/pdf/2604.15739v1,cs.IR
